ID,Item Details,Parent Group,PRICE,Qty.
10267,RG9342 16 22,MIDDY,745,0
10268,RG9343 16 22,PANT TOP,780,0
10269,RG9344 16 22,MIDDY,755,0
10270,RG9345 16 22,MIDDY,750,0
10271,RG9346 16 22,COAT PAINT(k),755,0
10272,RG9348 16 22,MIDDY,725,0
10273,RG9349 16 22,MIDDY,750,0
10274,RG9350 16 22,MIDDY,755,8
10275,RG9351 16 22,COAT PAINT(k),745,0
10276,RG9352 16 22,COAT PAINT(k),780,0
10277,RG9353 16 22,MIDDY,755,4
10278,RG9354 16 22,MIDDY,795,4
10279,RG9355 16 22,MIDDY,755,4
10280,RG9358 16 22,COAT PAINT(k),795,0
10281,RG9360 16 22,MIDDY,785,0
10282,RG9362 16 22,COAT PAINT(k),845,0
10283,RG9364 16 22,COAT PAINT(k),865,0
10284,RG9365 16 22,COAT PAINT(k),780,0
10285,RG9367 16 22,COAT PAINT(k),785,0
10286,RG9377 16 22,PLAZO TOP,790,0
10287,RG9380 16 22,MIDDY,695,0
10288,RG9381 16 22,PLAZO TOP,845,0
10289,RG9383 16 22,COAT PAINT(k),780,0
10290,RG9384 16 22,PLAZO KOTI,725,0
10291,RG9396 16 22,PLAZO TOP,645,0
10292,RG9397 16 22,MIDDY,745,0
10293,RG9398 16 22,MIDDY,775,0
10294,RG9403 16 22,PLAZO KOTI,675,0
10295,RG9405 16 22,FROCK (A),645,0
10296,RG9406 16 22,MIDDY,695,0
10297,RG9407 16 22,COAT PAINT(k),675,0
10298,RG9408 16 22,COAT PAINT(k),785,0
10299,RG9409 16 22,MIDDY,640,0
10300,RG9411 16 22,PLAZO TOP,745,0
10301,RG9412 16 22,PANT TOP,720,0
10302,RG9413 16 22,PLAZO TOP,645,0
10303,RG9414 16 22,PANT TOP,775,-4
10304,RG9417 16 22,PLAZO KOTI,775,4
10305,RG9419 16 22,PANT TOP,630,20
10306,RG9421 16 22,PLAZO KOTI,745,0
10307,RG9422 16 22,MIDDY,695,0
10308,RG9423 16 22,MIDDY,725,0
10309,RG9426 16 22,PLAZO TOP,715,0
10310,RG9434 16 22,PLAZO KOTI,765,0
10311,RG9435 16 22,PLAZO KOTI,740,0
10312,RG9440 16 22,PANT TOP,790,0
10313,RG9441 16 22,MIDDY KOTI,775,0
10314,RG9442 16 22,PLAZO TOP,695,1
10315,RG9443 16 22,PLAZO TOP,765,0
10316,RG9445 16 22,WESTERN DRESS,795,8
10317,RG9449 16 22,MIDDY,780,0
10318,RG9450 16 22,PANT KOTI,750,0
10319,RG9451 16 22,PLAZO TOP,625,4
10320,RG9452 16 22,MIDDY,670,0
10321,RG9453 16 22,MIDDY,710,12
10322,RG9459 16 22,MIDDY KOTI,720,0
10323,RG9460 16 22,PLAZO KOTI,680,0
10324,RG9462 16 22,PLAZO KOTI,730,0
10325,RG9464 16 22,MIDDY KOTI,690,0
10326,RG9465 16 22,PLAZO TOP,725,0
10327,RG9466 16 22,MIDDY,780,16
10328,RG9467 16 22,MIDDY KOTI,670,4
10329,RG9468 16 22,PLAZO KOTI,880,0
10330,RG9487 16 22,MIDDY KOTI,685,0
10331,RG9488 16 22,PLAZO KOTI,745,0
10332,RG9490 16 22,MIDDY KOTI,740,0
10333,RG9492 16 22,PLAZO KOTI,715,0
10334,RG9493 16 22,MIDDY KOTI,710,8
10335,RG9495 16 22,PLAZO KOTI,815,0
10336,RG9496 16 22,PLAZO KOTI,745,0
10337,RG9497 16 22,MIDDY KOTI,695,0
10338,RG9498 16 22,COAT PAINT(k),810,0
10339,RG9499 16 22,MIDDY,720,0
10340,RG9500 16 22,MIDDY KOTI,740,12
10341,RG9502 16 22,PLAZO TOP,795,12
10342,RG9503 16 22,PLAZO KOTI,595,12
10343,RG9507 16 22,MIDDY KOTI,710,14
10344,RG9510 16 22,PLAZO KOTI,845,4
10345,RG9514 16 22,MIDDY KOTI,645,4
10346,RG9516 16 22,MIDDY KOTI,775,4
10347,RG9517 16 22,MIDDY KOTI,735,0
10348,RG9518 16 22,MIDDY KOTI,680,16
10349,RG9519 16 22,MIDDY KOTI,830,0
10350,RG9520 16 22,MIDDY KOTI,720,4
10351,RG9521 16 22,MIDDY KOTI,695,12
10352,RG9524 16 22,MIDDY KOTI,785,0
10353,RG9525 16 22,MIDDY KOTI,735,0
10354,RG9528 16 22,MIDDY,645,4
10355,RG9529 16 22,MIDDY KOTI,695,8
10356,RG9530 16 22,PANT TOP,775,0
10357,RG9532 16 22,MIDDY KOTI,735,0
10358,RG9534 16 22,MIDDY KOTI,695,8
10359,RG9535 16 22,MIDDY KOTI,695,8
10360,RG9536 16 22,MIDDY KOTI,790,4
10361,RG9537 16 22,PLAZO TOP,745,4
10362,RG9542 16 22,PLAZO TOP,645,0
10363,RG9543 16 22,CAPRI KOTI,720,20
10364,RG9544 16 22,PLAZO TOP,720,8
10365,RG9545 16 22,SKIRT KOTI,735,8
10366,RH1090 16 26,GIRLS SET (K),638,0
10367,RH1111 30 40,GIRLS SET (K),1243,0
10368,RH1473 24 34,GIRLS SET (K),795,5
10369,RH1490 28 38,GIRLS SET (A),1301,0
10370,RH2600 30 40,GIRLS SET (K),990,6
10371,RH2677 28 38,GIRLS SET (K),715,0
10372,RH2743 24 34,GIRLS SET (K),715,0
10373,RH2755 30 40,GIRLS SET (K),1195,0
10374,RI2006 16 26,GIRLS SET (A),750,0
10375,RI2046 16 26,GIRLS SET (A),785,0
10376,RI2074 16 26,GIRLS SET (A),580,0
10377,RI3382 20 30,GIRLS SET (A),920,0
10378,RI3384 20 30,GIRLS SET (A),1200,0
10379,RK040 20 30,LAHANGA,1199,6
10380,RK041 20 30,LAHANGA,1179,12
10381,RK078 20 30,LAHANGA,1149,24
10382,RK089 20 30,LAHANGA,1159,24
10383,RK090 20 30,LAHANGA,1169,6
10384,RK092 20 30,LAHANGA,1149,24
10385,RK093 20 30,LAHANGA,1149,0
10386,RK094 20 30,LAHANGA,1159,6
10387,RK099 20 30,LAHANGA,1149,18
10388,RP1875(BARBIE GOLD) 16 26,GIRLS SET (A),810,0
10389,RRR(LI) 22 32,FROCK (A),1160,0
10390,RRR(LI) 34 40,FROCK (A),1415,0
10391,RRR(LI) 42 46,FROCK (A),1795,3
10392,RT1285 20 26,GIRLS SET (K),865,0
10393,RT1285 20 30,GIRLS SET (K),0,0
10394,RT1335 20 30,GIRLS SET (K),785,0
10395,RT1350 16 26,GIRLS SET (K),709,0
10396,RT1364 16 26,GIRLS SET (K),715,0
10397,RT1391 20 26,LAHANGA CHOLI,920,0
10398,RT1401 16 26,GIRLS SET (K),765,0
10399,RT1404 16 26,GIRLS SET (K),715,0
10400,RT1406 20 30,GIRLS SET (K),860,0
10401,RT1407 20 30,GIRLS SET (K),785,0
10402,RT1416 16 26,GIRLS SET (K),760,0
10403,RT1422 16 26,GIRLS SET (K),678,0
10404,RT1424 20 26,GIRLS SET (K),811,0
10405,RT1425 20 26,GIRLS SET (K),780,0
10406,RT1426 16 26,GIRLS SET (K),689,0
10407,RT1430 16 26,GIRLS SET (K),811,0
10408,RT1431 20 26,GIRLS SET (K),801,0
10409,RT1432 20 26,GIRLS SET (K),770,0
10410,RT1433 16 26,GIRLS SET (K),709,0
10411,RT1461 16 26,GIRLS SET (K),745,0
10412,RT1465 16 26,GIRLS SET (K),705,0
10413,RT1469 16 26,AFGANI SET,720,0
10414,RT1471 16 26,GIRLS SET (K),785,0
10415,RT1472 20 26,GIRLS SET (K),805,0
10416,RT1483 16 26,GIRLS SET (K),745,0
10417,RT1486 20 30,GIRLS SET (K),890,0
10418,RT1487 16 26,GIRLS SET (K),735,0
10419,RT1489 20 30,GIRLS SET (K),945,0
10420,RT1491 16 26,GIRLS SET (K),715,0
10421,RT1494 16 26,GIRLS SET (K),745,0
10422,RT1496 16 26,GIRLS SET (K),715,0
10423,RT1497 16 26,GIRLS SET (K),745,0
10424,RT1499 16 26,GIRLS SET (K),695,0
10425,RT1515 20 26,GIRLS SET (K),785,0
10426,RT1516 20 30,GIRLS SET (K),805,0
10427,RT1517 20 26,GIRLS SET (K),785,0
10428,RT1518 16 26,GIRLS SET (K),755,0
10429,RT1519 16 26,GIRLS SET (K),735,0
10430,RT1520 16 26,GIRLS SET (K),705,0
10431,RT1521 20 30,GIRLS SET (K),605,0
10432,RT1523 20 30,GIRLS SET (K),605,0
10433,RT1526 16 26    [620439],PLAZO SET,695,0
10434,RT1528 16 26,GIRLS SET (K),705,0
10435,RT1529 16 26,GIRLS SET (K),705,0
10436,RT1531 16 26,GIRLS SET (K),705,0
10437,RT1536 16 26,FROCK(K),565,0
10438,RT1538 16 26,FROCK(K),615,0
10439,RT1544 16 26     [620439],PLAZO SET,710,0
10440,RT1546 16 26,GIRLS SET (K),780,0
10441,RT1554 18 28 [620439],PLAZO SET,730,0
10442,RT1555  16 26     [620439],PLAZO SET,745,0
10443,RT1556  16  26      [620439],AFGANI SET,699,0
10444,RT1568  16  26    [620439],AFGANI SET,685,0
10445,RT1569 16 26,SHARAG SET,520,12
10446,RT1571  20  30      [620439],AFGANI SET,745,0
10447,RT1573  16  26      [620439],AFGANI SET,710,0
10448,RT1574 16 26   [620439],PLAZO (PANT),730,0
10449,RT1575  16  26      [620439],AFGANI SET,699,0
10450,RT1576 16 26   [620439],PATIYALA,730,0
10451,RT1578 16 26   [620439],PLAZO (PANT),730,0
10452,RT1580 16 26    [620439],PATIYALA,730,0
10453,RT1581 16  26     [620439],PATIYALA,720,0
10454,RT1582 16 26    [620439],PATIYALA,720,0
10455,RT1583 16 22,FROCK (A),510,7
10456,RT1585 16 26,DHOTI SET (K),760,0
10457,RT1586  16  26      [620439],AFGANI SET,720,0
10458,RT1588 16 26,GIRLS SET (K),720,0
10459,RT1591 16 26,AFGANI SET,780,0
10460,RT1595  16  26      [620439],AFGANI SET,720,0
10461,RT1597 16 26,CORD SET,490,18
10462,RT1598 16 26,CORD SET,490,12
10463,RT1599  16  26      [620439],AFGANI SET,730,0
10464,RT1600 16 26,PLAZO SET,490,6
10465,RT1602  16  26      [620439],AFGANI SET,699,0
10466,RT1603  20 30      [620439],PATIYALA,780,0
10467,RT1604  16 26      [620439],PATIYALA,730,0
10468,RT1605 16 26,GIRLS SET (K),730,0
10469,RT1608 16 26,AFGANI SET,720,0
10470,RT1609  16 26      [620439],PATIYALA,750,0
10471,RT1610  16  26      [620439],PATIYALA,745,0
10472,RT1611  16  26      [620439],PATIYALA,730,0
10473,RT1612 16 26,PATIYALA,815,0
10474,RT1616  16 26      [620439],PATIYALA,710,0
10475,RT1619 16 26,AFGANI SET,730,0
10476,RT1620  16  26      [620439],PATIYALA,765,0
10477,RT1622  16  26      [620439],PATIYALA,710,0
10478,RT1633 16 26,AFGANI SET,730,0
10479,RT1634 16 26,AFGANI SET,760,0
10480,RT1636 16 26,AFGANI SET,720,0
10481,RT1637 16 26,AFGANI SET,760,0
10482,RT1638 16 26,PATIYALA,825,0
10483,RT1640 16 26,PLAZO SET,760,0
10484,RT1644 16 26,AFGANI SET,720,0
10485,RT1645 16 26,AFGANI SET,760,0
10486,RT1646 16 26,DHOTI SET (K),745,0
10487,RT1656 16 26,DHOTI SET (K),760,0
10488,RT1660 16 26,DHOTI SET (K),790,0
10489,RT1662 16 26,DHOTI SET (K),770,0
10490,RT1663 16 26,GIRLS SET (K),770,0
10491,RT1670 16 26,LAHANGA CHOLI,885,0
10492,RT1672 16 26,DHOTI SET (K),855,1
10493,RT1677 16 26,PLAZO SET,780,0
10494,RT1678 16 26,CROP TOP,885,0
10495,RT1679 16 26,SHARARA,835,0
10496,RT1681 16 26,PATIYALA,780,0
10497,RT1682 16 26,PATIYALA,830,0
10498,RT1684 16 26,PLAZO SET,835,0
10499,RT1687 16 26,PLAZO SET,805,0
10500,RT1693 16 26,SHARARA,815,0
10501,RT1704 16 26,GIRLS SET (K),825,0
10502,RT1706 16 26,FARSI,825,0
10503,RT1707 16 26,PATIYALA,895,18
10504,RT1709 16 26,PLAZO SET,825,0
10505,RT1710 16 26,FARSI,835,0
10506,RT1715 16 26,AFGANI SET,825,0
10507,RT1716 16 26,AFGANI SET,805,0
10508,RT1723 16 26,PATIYALA,815,0
10509,RT1725 16 26,FARSI,895,0
10510,RT1728 16 26,SHARARA,835,12
10511,RT1730 16 26,PATIYALA,835,0
10512,RT1732 16 26,FARSI,865,0
10513,RT1733 20 30,PANT SUIT,1045,0
10514,RT1739 16 26,FARSI,855,0
10515,RT1741 16 26,PLAZO SET,875,0
10516,RT1743 16 26,FARSI,855,0
10517,RT1748 16 26,FARSI,940,0
10518,RT1751 16 26,PLAZO SET,875,0
10519,RT1752 16 26,PATIYALA,940,0
10520,RT1753 16 26,FARSI,805,0
10521,RT1755 16 26,PATIYALA,890,-1
10522,RT1756 16 26,PATIYALA,835,0
10523,RT1757 16 26,PATIYALA,835,0
10524,RT1758 16 26,PATIYALA,895,0
10525,RT1759 16 26,GIRLS SET (K),885,6
10526,RT1761 16 26,PATIYALA,795,0
10527,RT1765 16 26,PATIYALA,805,0
10528,RT1766 16 26,PATIYALA,760,6
10529,RT1769A 16 26,PATIYALA,785,0
10530,RT1770 16 26,PATIYALA,835,0
10531,RT1777 16 26,PATIYALA,835,0
10532,RT1778 16 26,PATIYALA,795,0
10533,RT1778A 16 26,PATIYALA,795,0
10534,RT1784 16 26,GIRLS SET (K),790,6
10535,RT1785 16 26,PLAZO SET,895,0
10536,RT1786 16 26,PLAZO SET,970,6
10537,RT1787 16 26,PLAZO SET,835,6
10538,RT1792 16 26,PLAZO SET,795,6
10539,RT1794 16 26,PLAZO SET,795,12
10540,RT1799 16 26,PLAZO SET,835,6
10541,RT1800 16 26,PLAZO SET,785,12
10542,RT1801 16 26,PLAZO SET,805,12
10543,RT1802 16 26,GIRLS SET (K),730,12
10544,RT1804 16 26,GIRLS SET (K),770,18
10545,RT1805 16 26,GIRLS SET (K),750,18
10546,RT264 16 22,GIRLS SET (K),625,0
10547,RT342 16 22,GIRLS SET (K),625,0
10548,RT397 24 34,GIRLS SET (K),605,0
10549,RT398 24 34,GIRLS SET (K),605,0
10550,RT399 16 22,GIRLS SET (K),615,0
10551,RT403 16 22,GIRLS SET (K),615,0
10552,RT405 16 22,GIRLS SET (K),665,0
10553,RT417 16 22,FROCK(K),665,0
10554,RT424 16 22,FROCK(K),666,8
10555,RT425 16 22,FROCK(K),666,12
10556,RT426 16 22,FROCK(K),540,8
10557,RT427 16 22,FROCK(K),605,4
10558,RT786 20 30,GIRLS SET (K),780,0
10559,RT819 20 26,GIRLS SET (K),650,0
10560,RT858 20 26,GIRLS SET (K),710,0
10561,RU2014 16 26,GIRLS SET (A),850,0
10562,RU2025 16 26,GIRLS SET (K),795,0
10563,RU2040 16 26,GIRLS SET (K),795,0
10564,RU267 16 26,GIRLS SET (A),795,0
10565,RU328 16 26,GIRLS SET (K),870,0
10566,RU339 16 26,GIRLS SET (A),905,0
10567,RU341 16 26,GIRLS SET (A),840,0
10568,RU539 16 26,GIRLS SET (A),800,0
10569,RW1092 20 26,GIRLS SET (K),1131,12
10570,RW2466 20 26,GIRLS SET (K),1331,4
10571,RW470 28 38,LAHANGA,1379,6
10572,RW471 28 38,LAHANGA,1349,18
10573,RW472 28 38,LAHANGA,1359,12
10574,RW486 28 38,GIRLS SET (K),1531,0
10575,RW491 28 38,GIRLS SET (K),1331,6
10576,RW497 28 38,GIRLS SET (K),1351,0
10577,RW506 28 38,GIRLS SET (K),1451,0
10578,RW507 28 38,GIRLS SET (K),1451,0
10579,RW515 28 38,GIRLS SET (K),1601,12
10580,RW518 28 38,GIRLS SET (K),1451,0
10581,RW611  28 38,LEHANGA CHOLI,1299,0
10582,RW623 28 38,LEHANGA CHOLI,1429,0
10583,RW626 28 38,LEHANGA CHOLI,1399,0
10584,RW648 28 38,LEHANGA CHOLI,1299,0
10585,RW664 28 38,LEHANGA CHOLI,1249,0
10586,RW670 28 38,LEHANGA CHOLI,1331,0
10587,RW677 28 38,LEHANGA CHOLI,1299,0
10588,RW680 28 38,LEHANGA CHOLI,1331,0
10589,RW713 28 38,CROP TOP,1399,0
10590,RW725 28 38,LEHANGA CHOLI,1331,0
10591,S055 10 18,BOYS SHIRTS,340,0
10592,S056 10 18,BOYS SHIRTS,340,10
10593,S057 10 18,BOYS SHIRTS,380,0
10594,S060 10 18,BOYS SHIRTS,350,0
10595,S061 10 18,BOYS SHIRTS,350,8
10596,S063 10 18,BOYS SHIRTS,350,5
10597,S1(MB) 12 14      [620443],FROCK(L),505,0
10598,S10 6 16,BOYS SHIRTS,470,12
10599,S1025 6 16,BOYS SHIRTS,540,-1
10600,S1034 6 16,BOYS SHIRTS,390,-1
10601,S1048 6 16,BOYS SHIRTS,520,12
10602,S1059 6 16,BOYS SHIRTS,350,81
10603,S1066 6 16,BOYS SHIRTS,410,0
10604,S1074 6 16,BOYS SHIRTS,335,-4
10605,S1077 6 16,BOYS SHIRTS,370,12
10606,S14 (MB) 12 14      [620443],FROCK (A),465,0
10607,S15 (MB) 12 14      [620443],FROCK (A),465,0
10608,S1530 22 26,GIRLS NIGHT SUIT,190,0
10609,S1535 34 38,GIRLS NIGHT SUIT,240,0
10610,S1541 28 32,GIRLS NIGHT SUIT,230,0
10611,S1566 34 38,GIRLS NIGHT SUIT,250,0
10612,S1576 34 38,GIRLS NIGHT SUIT,250,0
10613,S1577 34 38,GIRLS NIGHT SUIT,250,0
10614,S1578 34 38,GIRLS NIGHT SUIT,250,0
10615,S1579 16 20,GIRLS SET (K),315,18
10616,S1593 34 38,GIRLS NIGHT SUIT,250,0
10617,S1594 34 38,GIRLS NIGHT SUIT,250,0
10618,S1595 28 32,GIRLS NIGHT SUIT,395,0
10619,S1600 16 20,GIRLS SET (K),375,12
10620,S1605 34 38,GIRLS NIGHT SUIT,300,0
10621,S17 (MB)  12 14      [620443],GIRLS SET (A),455,0
10622,S17 6 16,BOYS SHIRTS,420,0
10623,S18 6 16,BOYS SHIRTS,415,12
10624,S2 (MB) 12 14    [620443],FROCK(L),450,0
10625,S2001 32 36,BOYS SHIRTS,290,0
10626,S2002 32 36,BOYS SHIRTS,345,0
10627,S2003 26 30,BOYS SHIRTS,335,0
10628,S2003 32 36,BOYS SHIRTS,345,0
10629,S2004 32 36,BOYS SHIRTS,345,0
10630,S2005 26 30,BOYS SHIRTS,335,0
10631,S2005 32 36,BOYS SHIRTS,345,0
10632,S2006 32 36,BOYS SHIRTS,275,18
10633,S2007 32 36,BOYS SHIRTS,275,-18
10634,S2008 32 36,BOYS SHIRTS,390,0
10635,S2009 32 36,BOYS SHIRTS,345,0
10636,S2010 32 36,BOYS SHIRTS,345,0
10637,S2011 26 30,BOYS SHIRTS,335,0
10638,S2011 32 36,BOYS SHIRTS,345,0
10639,S2012 26 30,BOYS SHIRTS,335,0
10640,S2012 32 36,BOYS SHIRTS,345,0
10641,S2013 26 30,BOYS SHIRTS,275,0
10642,S2013 32 36,BOYS SHIRTS,285,0
10643,S2014 26 30,BOYS SHIRTS,275,0
10644,S2014 32 36,BOYS SHIRTS,285,0
10645,S21 (MB)  12 14      [620443],FROCK (A),455,-2
10646,S23 (MB) 12 14    [620443],FROCK (A),480,0
10647,S2364 32 36,BOYS SHIRTS,205,0
10648,S2371 20 24,BOYS SHIRTS,185,0
10649,S24 (MB) 12 14    [620443],FROCK (A),480,0
10650,S2400 22 26,BOYS SHIRTS,0,0
10651,S2407/805 20 30,GIRLS SET (K),940,6
10652,S2452 26 30,BOYS SHIRTS,220,0
10653,S2465 26 30,BOYS SHIRTS,225,0
10654,S2479 26 30,BOYS SHIRTS,220,0
10655,S2486 32 36,BOYS SHIRTS,255,0
10656,S2488 26 30,BOYS SHIRTS,225,0
10657,S2509 32 36,BOYS SHIRTS,275,0
10658,S2528 26 30,BOYS SHIRTS,225,0
10659,S2528 32 36,BOYS SHIRTS,235,0
10660,S2535 26 30,BOYS SHIRTS,235,0
10661,S2544 26 30,BOYS SHIRTS,170,0
10662,S2569 32 36,BOYS SHIRTS,285,0
10663,S2577 20 24,BOYS SHIRTS,325,0
10664,S2577 26 30,BOYS SHIRTS,335,0
10665,S2577 32 36,BOYS SHIRTS,345,0
10666,S2582 32 36,BOYS SHIRTS,235,0
10667,S2599 26 30,BOYS SHIRTS,255,0
10668,S2599 32 36,BOYS SHIRTS,265,0
10669,S2623 20 24,BOYS SHIRTS,325,0
10670,S2623 32 36,BOYS SHIRTS,345,0
10671,S2651 20 24,BOYS SHIRTS,335,6
10672,S2651 26 30,BOYS SHIRTS,345,12
10673,S2651 32 36,BOYS SHIRTS,355,18
10674,S2660 20 24,BOYS SHIRTS,325,0
10675,S2685 20 24,BOYS SHIRTS,285,0
10676,S2685 26 30,BOYS SHIRTS,295,0
10677,S2685 32 36,BOYS SHIRTS,305,0
10678,S2687 20 24,BOYS SHIRTS,235,27
10679,S2687 26 30,BOYS SHIRTS,245,27
10680,S2687 32 36,BOYS SHIRTS,255,33
10681,S2692 32 36,BOYS SHIRTS,355,0
10682,S2694 20 24,BOYS SHIRTS,325,0
10683,S2694 26 30,BOYS SHIRTS,335,6
10684,S2694 32 36,BOYS SHIRTS,345,6
10685,S2726 32 36,BOYS SHIRTS,335,0
10686,S2736 26 30,T SHIRTS,325,0
10687,S2736 32 36,T SHIRTS,335,0
10688,S2739 26 30,BOYS SHIRTS,295,0
10689,S2739 32 36,BOYS SHIRTS,305,0
10690,S2743 32 36,BOYS SHIRTS,325,0
10691,S2761 26 30,BOYS SHIRTS,270,0
10692,S2761 32 36,BOYS SHIRTS,280,0
10693,S2799 26 30,T SHIRTS,185,0
10694,S2799 32 36,T SHIRTS,195,0
10695,S2821 20 24,BOYS SHIRTS,275,0
10696,S2839 20 24,BOYS SHIRTS,265,0
10697,S2841 26 30,BOYS SHIRTS,345,0
10698,S2841 32 36,BOYS SHIRTS,355,0
10699,S2846 26 30,BOYS SHIRTS,285,0
10700,S2846 32 36,BOYS SHIRTS,295,0
10701,S2848 32 36,BOYS SHIRTS,295,0
10702,S2913 26 30,BOYS SHIRTS,315,0
10703,S2913 32 36,BOYS SHIRTS,325,0
10704,S2997 20 24,KURTA,195,0
10705,S2998 32 36,KURTA,215,0
10706,S3 (MB) 12 14     [620443],FROCK(L),450,0
10707,S3076 32 36,BOYS SHIRTS,325,18
10708,S3102 34 38,GIRLS SET (L),870,0
10709,S3134 26 30,BOYS SHIRTS,325,6
10710,S3134 32 36,BOYS SHIRTS,335,6
10711,S3135 26 30,BOYS SHIRTS,315,12
10712,S3135 32 36,BOYS SHIRTS,325,0
10713,S3212 26 30,BOYS SHIRTS,275,6
10714,S3212 32 36,BOYS SHIRTS,285,6
10715,S3213 20 24,BOYS SHIRTS,265,9
10716,S3213 26 30,BOYS SHIRTS,275,9
10717,S3213 32 36,BOYS SHIRTS,285,9
10718,S3229 20 24,BOYS SHIRTS,305,3
10719,S3229 26 30,BOYS SHIRTS,315,3
10720,S3229 32 36,BOYS SHIRTS,325,3
10721,S3235 20 24,BOYS SHIRTS,275,3
10722,S3235 26 30,BOYS SHIRTS,285,0
10723,S3235 32 36,BOYS SHIRTS,295,0
10724,S3237 20 24,BOYS SHIRTS,275,9
10725,S3237 26 30,BOYS SHIRTS,285,9
10726,S3237 32 36,BOYS SHIRTS,295,6
10727,S3288 32 36,BOYS SHIRTS,295,0
10728,S3318 32 36,BOYS SHIRTS,325,3
10729,S3319 20 24,BOYS SHIRTS,305,12
10730,S3319 26 30,BOYS SHIRTS,315,15
10731,S3319 32 36,BOYS SHIRTS,325,12
10732,S3320 20 24,BOYS SHIRTS,305,9
10733,S3320 26 30,BOYS SHIRTS,315,9
10734,S3320 32 36,BOYS SHIRTS,325,3
10735,S3331 20 24,BOYS SHIRTS,275,0
10736,S3331 26 30,BOYS SHIRTS,285,0
10737,S3331 32 36,BOYS SHIRTS,295,0
10738,S3335 20 24,BOYS SHIRTS,275,0
10739,S3335 26 30,BOYS SHIRTS,285,0
10740,S3335 32 36,BOYS SHIRTS,295,0
10741,S3340 20 24,BOYS SHIRTS,280,9
10742,S3340 26 30,BOYS SHIRTS,290,6
10743,S3340 32 36,BOYS SHIRTS,300,0
10744,S3342 20 24,BOYS SHIRTS,280,0
10745,S3342 26 30,BOYS SHIRTS,290,0
10746,S3342 32 36,BOYS SHIRTS,300,3
10747,S3358 20 24,BOYS SHIRTS,255,15
10748,S3358 26 30,BOYS SHIRTS,265,6
10749,S3358 32 36,BOYS SHIRTS,275,6
10750,S3377 20 24,BOYS SHIRTS,275,18
10751,S3377 26 30,BOYS SHIRTS,285,18
10752,S3377 32 36,BOYS SHIRTS,295,12
10753,S3378 26 30,BOYS SHIRTS,275,27
10754,S3378 32 36,BOYS SHIRTS,285,30
10755,S3453 26 30,BOYS SHIRTS,315,6
10756,S3453 32 36,BOYS SHIRTS,325,6
10757,S39 6 16,BOYS SHIRTS,420,5
10758,S4084 20 30,GIRLS SET (K),1130,6
10759,S4368 3 16,BOYS SHIRTS,505,0
10760,S4391 3 16,BOYS SHIRTS,495,5
10761,S4405 3 16,BOYS SHIRTS,420,0
10762,S4409 10 16,BOYS SHIRTS,515,23
10763,S4412 3 16,BOYS SHIRTS,485,0
10764,S4492 3 16,BOYS SHIRTS,385,3
10765,S4550 3 16,BOYS SHIRTS,415,14
10766,S4591 3 16,BOYS SHIRTS,399,0
10767,S4593 3 16,BOYS SHIRTS,440,109
10768,S4616 3 16,BOYS SHIRTS,460,29
10769,S4656 3 16,BOYS SHIRTS,475,7
10770,S4700 3 16,BOYS SHIRTS,400,39
10771,S4767 3 16,BOYS SHIRTS,475,34
10772,S4767 3 8,BOYS SHIRTS,455,-12
10773,S4771 3 8,BOYS SHIRTS,405,9
10774,S4786 3 16,BOYS SHIRTS,520,29
10775,S4787 3 16,BOYS SHIRTS,520,11
10776,S4793 3 16,BOYS SHIRTS,499,0
10777,S4794 3 16,BOYS SHIRTS,395,21
10778,S4797 3 8,BOYS SHIRTS,395,0
10779,S4871 3 16,BOYS SHIRTS,430,59
10780,S5(MB) 12 14      [620443],FROCK (A),480,-2
10781,S5591 32 36,KURTA PAJAMA,310,0
10782,S6(MB) 12 14      [620443],FROCK(L),450,0
10783,S6229 20 30,GIRLS SET (K),1395,12
10784,S7 (MB) 12 14      [620443],FROCK (A),475,0
10785,S70 6 16,BOYS SHIRTS,370,0
10786,S8 (MB) 12 14      [620443],FROCK (A),465,0
10787,S8491 3 16,BOYS SHIRTS,260,0
10788,S8504 3 16,BOYS SHIRTS,280,0
10789,S8515 3 16,BOYS SHIRTS,235,-5
10790,S8527 3 16,BOYS SHIRTS,280,0
10791,S8528 3 16,BOYS SHIRTS,260,-14
10792,S8686 3 16,BOYS SHIRTS,305,-32
10793,S8687 3 16,BOYS SHIRTS,270,-5
10794,S8698 3 16,BOYS SHIRTS,270,-20
10795,S87 6 16,BOYS SHIRTS,370,0
10796,S8717 3 16,BOYS SHIRTS,280,-15
10797,S8728 3 16,BOYS SHIRTS,280,-10
10798,S8734 3 16,BOYS SHIRTS,280,-25
10799,SA147 12 14,GIRLS SET (A),400,0
10800,SA190 12 14,GIRLS SET (A),435,0
10801,SA2001 16 26,GIRLS SET (A),795,6
10802,SA447 16 26,GIRLS SET (A),665,0
10803,SA450 16 26,GIRLS SET (A),675,0
10804,SA475 16 26,GIRLS SET (A),675,0
10805,SA482 16 22,GIRLS SET (A),665,0
10806,SA484 16 26,GIRLS SET (A),850,0
10807,SA486 16 26,GIRLS SET (A),775,0
10808,SA499 16 22,GIRLS SET (A),720,0
10809,SAAVI 24 34,DRESS (G),500,1
10810,SAAVI 36 40,DRESS (G),1175,-3
10811,SACHI F 16 26,GIRLS SET (A),815,0
10812,SARA 36 40,DRESS (G),1175,3
